variable,mean,median,mode,standard deviation,min,25th percentile,50th percentile,75th percentile,90th percentile,95th percentile,97.5th percentile,max
arrival_rate,10.024,10.016,8.008605182771026,1.1385122281046012,8.008605182771026,9.05419392570516,10.015833607024334,11.02972411086508,11.62617201002652,11.789991459925915,11.898908535521127,11.999110283226312
service_rate,14.936,14.957,13.008781413260667,1.1339955001972735,13.008781413260667,13.953353951937562,14.957055212834002,15.884811333170425,16.524679173768305,16.75879716788929,16.892378490425575,16.995007115752298
rho,0.675,0.672,0.48122706629611456,0.09012099973776662,0.48122706629611456,0.6075855868588351,0.6717143848469782,0.7360474294582795,0.8014402193668185,0.8358876319025591,0.8576756231775188,0.9063750292885998
ls,2.395,2.046,0.9276256239127503,1.262211685165308,0.9276256239127503,1.5483266218115825,2.0461280765495027,2.7885596481424324,4.036267683888013,5.0933909978874015,6.0262165581309075,9.680911218466587
lq,1.72,1.374,0.4463985576166357,1.1801026775246208,0.4463985576166357,0.9407410349527473,1.3744136917025243,2.052512218684153,3.234827464521195,4.257503365984842,5.1685409349533895,8.774536189177987
ws,0.232,0.204,0.11357695381195312,0.0998763950177507,0.11357695381195312,0.16757443914876857,0.20400854906519017,0.25967831455651,0.3658869282344537,0.4469652150735854,0.5154007416693515,0.8104629672796347
wq,0.165,0.138,0.05465630428177551,0.09679155794597713,0.05465630428177551,0.10091374799885271,0.1376747969471765,0.1897837038760264,0.29100610489878326,0.3746396076372549,0.44150631017425235,0.7345833957054044
